idPersonaje	idFamilia	nombreA	nombreE	suhra	nacimiento	nacimiento_comentario	muerte	muerte_comentario	edad	edad_comentario	resumenBiografico	creado	modificado	publicado	maestrosOrientales	nacimientoec	muerteec	fuentesCitadas
9630	0	محمد بن عبد الله بن عيسى الكتامي الأديب، ابن المدرة، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. ʿĪsà al-Kutāmī al-Adīb, Ibn al-Madara, Abū ʿAbd Allāh	ابن المدرة	0	NA	530	aprox.	0	NA	NA	2010-12-29T01:15:56Z	2013-09-27T10:34:49Z	1	NA	0	1135	NA
9631	0	محمد بن عبد الله بن عيسى بن عبد الرحمن (محمد) بن عبد الحميد (المجيد) التجيبي القبريري، أبو عبد الله	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:56Z	2015-03-11T13:25:45Z	1	NA	0	0	NA
9632	1	محمد بن عبد الله بن عيسى بن محمد بن إبراهيم المري، ابن أبي زمنين، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ibrāhīm al-Murrī, Ibn Abī Abī Zamanīn, Abū Bakr	ابن أبي زمنين	0	NA	428	NA	0	NA	NA	2010-12-29T01:15:56Z	2013-01-28T12:12:02Z	1	NA	0	1036	NA
9633	1	محمد بن عبد الله بن عيسى بن محمد بن إبراهيم المري الإلبيري، ابن أبي زمنين، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. ʿĪsà b. Muḥammad b. Ibrāhīm al-Murrī, Ibn Abī Zamanīn, Abū ʿAbd Allāh	ابن أبي زمنين	324	ḏūl ḥiğğa=octubre/muḥarram 324=noviembre 935	399	rabīʿ II=diciembre/398	75	ded.	NA	2010-12-29T01:15:56Z	2016-09-15T17:46:46Z	1	NA	936	1008	أبو عمرو المقرىء، أبو عمر بن الحذاء، ابن عتاب، أبو عبد الله الخولاني، الحميدي (IB)
9634	0	محمد بن عبد الله بن عيسى بن نعمان البكري، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. ʿĪsà b. Nuʿmān al-Bakrī, Abū ʿAbd Allāh	NA	551	NA	632	NA	81	NA	NA	2010-12-29T01:15:56Z	2014-11-25T16:57:52Z	1	NA	1156	1234	NA
9635	186	محمد بن عبد الله بن عيشون، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. ʿAyšūn, Abū ʿAbd Allāh	NA	0	NA	341	lunes 9 ṣafar = 6 julio	0	NA	NA	2010-12-29T01:15:56Z	2019-03-15T13:45:49Z	1	NA	0	952	NA
9636	0	محمد بن عبد الله بن فرتون	NA	NA	0	NA	0	NA	0	NA	Sólo se sabe de este ulema que transmitió de Abū ʿAbd Allāh Ibn ʿAttāb. Aunque lleva el mismo nombre del cadí de Zaragoza, no es posible saber si se trata de la misma persona, pues de ambos se poseen pocos datos.	2010-12-29T01:15:56Z	2010-12-29T01:15:56Z	1	NA	0	0	NA
9637	0	محمد بن عبد الله بن فرتون، أبو عبد الله	NA	NA	0	NA	425	v.	0	NA	"""Era cadí en el momento del juicio contra Abū ʿUmar al-Talamankī, alfaquí acusado de heterodoxia, al que Ibn Fortūn defendió con éxito. Ocurría esto en el año 425/1034 (Molina y Ávila ""Sociedad y cultura"", p. 96)."""	2010-12-29T01:15:56Z	2013-01-31T14:01:47Z	1	NA	0	1034	NA
9638	0	محمد بن عبد الله بن فطيس، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Fuṭays, Abū  ʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:56Z	2015-11-18T15:44:48Z	1	NA	0	0	NA
9639	0	محمد بن عبد الله بن قاسم الأنصاري	NA	NA	590	aprox.	640	NA	50	NA	NA	2010-12-29T01:15:56Z	2013-11-14T09:32:33Z	1	NA	0	1242	NA
9640	678	محمد بن عبد الله بن محمد بن قاسم الزاهد ، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Qāsim al-Zāhid, Abū ʿAbd Allāh	NA	0	NA	312	NA	0	NA	NA	2010-12-29T01:15:56Z	2019-07-05T22:01:28Z	1	NA	0	924	"▪ عن أحمد (IF) <br>
▪ خالد بن سعد - قال (IH) <br>"
9641	0	محمد بن عبد الله بن قاسم، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Qāsim, Abū ʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:56Z	2019-07-05T21:50:56Z	1	NA	0	0	NA
9642	0	محمد بن عبد الله بن قنون (فنون) الأموي	Muḥammad b. ʿ Abd Allāh  b. Qanūn (Fanūn) al-Umawī	NA	0	NA	265	/261 = 874	0	NA	NA	2010-12-29T01:15:57Z	2018-12-04T14:04:45Z	1	"▪ أبو المصعب </br>
▪ سحنون بن سعيد</br>"	0	878	أبو سعيد ـ ذكره (IF)
9643	0	محمد بن عبد الله بن مالك الكلبي، زبريج، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Mālik al-Kalbī, Zibrīğ, Abū ʿAbd Allāh	زبريج	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2017-01-27T15:46:17Z	1	NA	0	0	NA
9644	0	محمد بن عبد الله بن مبشر بن عبد الله بن يونس بن عمران القيسي، أبو عبد الله	NA	NA	0	NA	620	v. dp.	0	NA	NA	2010-12-29T01:15:57Z	2013-07-17T12:02:31Z	1	NA	0	1223	NA
9645	0	محمد بن عبد الله بن محرز	NA	NA	0	NA	425	v.	0	NA	NA	2010-12-29T01:15:57Z	2013-07-15T12:09:23Z	1	NA	0	0	NA
9646	167	محمد بن عبد الله بن محمد (أحمد) بن أحمد بن محمد بن العربي المعافري الإشبيلي المالكي، ابن العربي، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad (Aḥmad) b. Aḥmad (Muḥammad) b. Muḥammad b. al-ʿArabī al-Maʿāfirī al-Išbīlī al-Mālikī, Ibn al-ʿArabī, Abū Bakr	ابن العربي	542	ğumādà II/543/546	617	/621/622	75	ded.	NA	2010-12-29T01:15:57Z	2016-09-23T16:27:46Z	1	NA	1147	1220	NA
9647	199	محمد بن عبد الله بن محمد أبي عامر بن وليد بن يزيد بن عبد الملك المعافري [ محمد بن عبد الله بن عامر بن أبي عامر [ محمد بن عبد الله بن عامر بن أبي عامر محمد بن وليد بن يزيد بن عبد الملك المعافري]	Muḥammad b. ʿAbd Allāh b. Muḥammad Abī ʿĀmir b. Walīd b. Yazīd b. ʿAbd al-Malik al-Maʿāfirī [Muḥammad b. ʿAbd Allāh b. ʿĀmir b. Abī ʿĀmir] [Muḥammad b. ʿAbd Allāh b. ʿĀmir b. Abī ʿĀmir b. Muḥammad b. Walīd b. Yazīd b. ʿAbd al-Malik al-Maʿāfirī	NA	0	NA	290	v.	0	NA	Sabio de Córdoba, originario de Algeciras. El emir ʿAbd Allāh (275-300/888-912) lo nombró juez de Sevilla en 282/895-6, permaneciendo en ese cargo hasta 290/902. Es el abuelo de Almanzor.	2010-12-29T01:15:57Z	2013-01-17T12:51:17Z	1	NA	0	902	NA
9648	0	محمد بن عبد الله بن محمد إشبيلي، ابن الضرس	Muḥammad b. ʿAbd Allāh b. Muḥammad Išbīlī, Ibn al-Ḍaris	ابن الضرس	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9649	492	محمد بن عبد الله بن محمد الأموي، ابن الصراف، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Umawī, Ibn al-Ṣarrāf, Abū ʿAbd Allāh	ابن الصراف	0	NA	500	29 ṣafar=30 octubre/501/502	0	NA	NA	2010-12-29T01:15:57Z	2015-02-17T20:06:22Z	1	NA	0	1106	أبو علي بن سكرة (IB)
9650	0	محمد بن عبد الله بن محمد الأموي، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Umawī, Abū ʿAbd Allāh	NA	433	NA	517	domingo 6 rağab 517=30  agosto  1123	84	ded.	NA	2010-12-29T01:15:57Z	2014-07-01T17:10:50Z	1	NA	1041	1123	NA
9651	0	محمد بن عبد الله بن محمد الأندلسي النحوي، ابن الصائغ، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Andalusī al-Naḥwī, Ibn al-Ṣāʾig, Abū ʿAbd Allāh	ابن الصائغ	0	NA	705	/749/750	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9653	0	محمد بن عبد الله بن محمد الخولاني	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Ḫawlānī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9654	0	محمد بن عبد الله بن محمد القاصرشي	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Qāṣirašī	NA	0	NA	0	NA	0	NA	Transmisor de Šurayḥ.	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9655	0	محمد بن عبد الله بن محمد القحطاني، ابن أبي درقة، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Qaḥṭānī, Ibn Abī Daraqa, Abū ʿAbd Allāh	ابن أبي درقة	0	NA	595	ḏū l-ḥiğga=septiembre	0	NA	NA	2010-12-29T01:15:57Z	2014-01-31T15:20:27Z	1	NA	0	1199	NA
9656	288	محمد بن عبد الله بن محمد الكتامي إشبيلي، ابن مغنين، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Kutāmī Išbīlī, Ibn Magnīn, Abū Bakr	ابن مغنين	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2012-01-31T13:49:32Z	1	NA	0	0	NA
9657	0	محمد بن عبد الله بن محمد الكلبي	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Kalbī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2013-07-16T12:53:21Z	1	NA	0	0	NA
9658	0	محمد بن عبد الله بن محمد المؤدب البهراني، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al-Muʾaddib al-Bahrānī, Abū ʿAbd Allāh	NA	0	NA	385	domingo -6 ramaḍān = 22 octubre	0	NA	NA	2010-12-29T01:15:57Z	2019-06-21T17:35:04Z	1	NA	0	995	NA
9659	0	محمد بن عبد الله بن محمد المذحجي، ابن الراهب، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad al- Maḏḥiğī, lbn al-Rāhib, Abū ʿAbd Allāh	ابن الراهب	0	NA	550	v. aprox.	0	NA	"""Discípulo de Abū ʿAlī al-Rundī (cf. n° 128), se le ubica en Marbella, del distrito (ʿamal) de Algeciras, estudiando al-Muwaṭṭaʾ  con su maestro"" (Marín y Fierro, Sabios, 140, nº 150)"""	2010-12-29T01:15:57Z	2013-09-27T10:40:47Z	1	NA	0	1155	NA
9660	0	محمد بن عبد الله بن محمد بن إبراهيم بن عبد الرحمن بن يوسف اللواتي، ابن بطوطة، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ibrāhīm b. ʿAbd al-Raḥmān b. Yūsuf al-Lawātī, Ibn Baṭṭūṭa, Abū ʿAbd Allāh	ابن بطوطة	0	NA	726	dp., ded.	0	NA	NA	2010-12-29T01:15:57Z	2018-08-03T13:53:07Z	1	NA	0	0	NA
9661	0	محمد بن عبد الله بن محمد بن أبي الفضل السلمي المرسي شرف الدين، ابن أبي الفضل، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Abī l-Faḍl al-Sulamī al-Mursī, Šaraf al-Dīn, Ibn Abī l-Faḍl, Abū ʿAbd Allāh	ابن أبي الفضل	569	ḏū l-ḥiğğa = julio / 570	655	lunes mediados rabīʿ I = 2 abril / 600 / 648 / 656	86	ded. / 90 aprox.	NA	2010-12-29T01:15:57Z	2016-09-23T16:37:23Z	1	NA	1174	1257	"ابن النجار (TSA, TMD)
السبكي, الذهبي, الفاسي, ياقوت (TMD)"
9662	547	محمد بن عبد الله بن محمد بن أبي زاهر الخطيب بلنسي، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Abī Zāhir al-Ḫaṭīb Balansī, Abū ʿAbd Allāh	NA	527	NA	590	NA	63	NA	NA	2010-12-29T01:15:57Z	2015-03-23T15:27:39Z	1	NA	1132	1193	NA
9663	0	محمد بن عبد الله بن محمد بن أبي زمنين المري، أبو بكر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9664	53	محمد بن عبد الله بن محمد بن أحمد بن عبد الله بن أحمد بن خلف بن إبراهيم بن أبي عيسى لب بن بيطر بن خالد بن بكر التجيبي، ابن الحاج، أبو الحسن	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Aḥmad b. ʿAbd Allāh b. Aḥmad b. Ḫalaf b. Ibrāhīm b. Abī ʿĪsà Lubb b. Bīṭir b. Ḫālid b. Bakr al-Tuğībī, Ibn al-Ḥāğğ, Abū l-Ḥasan	ابن الحاج	574	NA	641	NA	67	NA	NA	2010-12-29T01:15:57Z	2015-01-03T22:37:59Z	1	NA	1178	1243	NA
9665	9	محمد بن عبد الله بن محمد بن أحمد بن قاسم بن هلال	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Aḥmad b. Qāsim b. Hilāl	NA	0	NA	387	v.	0	NA	NA	2010-12-29T01:15:57Z	2019-02-20T14:18:20Z	1	NA	0	997	NA
9666	0	محمد بن عبد الله بن محمد بن أصبغ	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Aṣbag	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9667	0	محمد بن عبد الله بن محمد بن الليث بن حريث العبدري قرطبي، ابن حريش، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. al-Layṯ b. Ḥurayṯ al-ʿAbdarī urṭubī, Ibn Hurayš Abū Bakr	ابن حريش	0	NA	493	v.	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9668	0	محمد بن عبد الله بن محمد بن الندا	Muḥammad b. ʿAbd Allāh b. Muḥammad b. al-Naddā	NA	0	NA	451	v.	0	NA	NA	2010-12-29T01:15:57Z	2013-07-11T09:48:14Z	1	NA	0	0	NA
9669	35	محمد بن عبد الله بن محمد بن بدرون الحضرمي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Badrūn al-Ḥaḍramī	NA	0	NA	321	/311/322	0	NA	"""Sabio de Algeciras, estudió con su padre y otros maestros. Fue alfaquí y muftí en Algeciras"" (Marín y Fierro, Sabios, 123,  nº 79)."	2010-12-29T01:15:57Z	2018-12-04T14:22:19Z	1	NA	0	933	خالد بن سعد ـ قال (IH)
9670	0	محمد بن عبد الله بن محمد بن ثعلبة اللخمي	Muḥammad b. ʿAbd Allāh b. Muḥammad b.Ṯaʿlaba al-Laḥmī	NA	0	NA	0	NA	0	NA	y muftí en Algeciras.	2010-12-29T01:15:57Z	2013-07-14T21:26:41Z	1	NA	0	0	NA
9671	0	محمد بن عبد الله بن محمد بن جعفر الأزدي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ğaʿfar al-Azdī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9672	459	محمد بن عبد الله بن محمد بن حجاج، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ḥağğāğ, Abū ʿAbd Allāh	NA	0	NA	0	NA	0	NA	Aparte de su pertenencia a la familia de los Banū Ḥağğāğ, sólo se sabe de él que Abū l-Rabīʿ Ibn Sālim era transmisor suyo y lo menciona.	2010-12-29T01:15:57Z	2014-01-24T13:41:56Z	1	NA	0	0	NA
9673	0	محمد بن عبد الله بن محمد بن حسان الكلبي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ḥassān al-Kalbī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:57Z	2010-12-29T01:15:57Z	1	NA	0	0	NA
9674	0	محمد بن عبد الله بن محمد بن خلف بن علي بن قاسم الأنصاري، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ḫalaf b. ʿAlī b. Qāsim al-Anṣārī, Abū ʿAbd Allāh	NA	554	lunes 23 ramaḍān =  8 octubre / lunes -8 ramaḍān 574 =  3 marzo 1179	640	jueves 22 rağab = 15 enero / jueves -2 rağab 636 = 6 marzo 1239	86	NA	NA	2010-12-29T01:15:57Z	2018-05-11T13:19:14Z	1	NA	1159	1243	NA
9675	0	محمد بن عبد الله (بن محمد) بن خيرة القرطبي، أبو الوليد	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ḫayra al-Qurṭubī, Abū l-Walīd	NA	479	/489/486	551	šawwāl = noviembre	60	[72]	NA	2010-12-29T01:15:58Z	2015-09-02T09:18:18Z	1	NA	1086	1156	NA
9676	0	محمد بن عبد الله بن محمد بن سراج الأموي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Sirāğ al-Umawī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2013-07-15T12:10:13Z	1	NA	0	0	NA
9677	369	محمد بن عبد الله بن محمد بن سعيد البشكلاري، أبو عبد الله، أبو الحسن	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Saʿīd al-Buškulārī, Abū ʿAbd Allāh,  Abū l-Ḥasan	NA	0	NA	456	v.	0	NA	NA	2010-12-29T01:15:58Z	2014-04-16T10:39:34Z	1	NA	0	1063	NA
9678	0	محمد بن عبد الله بن محمد بن سعيد بن خطاب، أبو الحسين	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Saʿīd b. Ḫaṭṭāb, Abū l-Ḥusayn	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	0	NA
9679	681	محمد بن عبد الله بن محمد بن سعيد بن ذي النون، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Saʿīd b. Ḏī l-Nūn, Abū ʿAbd Allāh	NA	326	NA	390	ṣafar = enero	64	ded.	NA	2010-12-29T01:15:58Z	2019-06-21T17:39:04Z	1	NA	937	1000	NA
9680	199	محمد بن عبد الله بن محمد بن عبد الله بن أبي عامر بن محمد بن أبي الوليد بن يزيد بن عبد الملك المعافري المنصور بن أبي عامر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Abī ʿĀmir b. Muḥammad b. Abī l-Walīd b. Yazīd b. ʿAbd al-Malik al-Maʿāfirī al-Manṣūr b. Abī ʿĀmir	NA	0	NA	392	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	1001	NA
9681	167	محمد بن عبد الله بن محمد بن عبد الله بن أحمد (بن محمد بن عبد الله) بن العربي المعافري الإشبيلي القاضي، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Aḥmad (b. Muḥammad b. ʿAbd Allāh) b. al-ʿArabī al-Maʿāfirī al-Išbīlī al-Qāḍī, Abū Bakr	ابن العربي	468	jueves 21 šaʿbān = 30 marzo / 469	543	rabīʿ II =agosto / 534	75	ded.	NA	2010-12-29T01:15:58Z	2016-09-27T15:11:55Z	1	NA	1076	1148	"المترجم (IB) ● 
أبو القاسم عبد الرحمن بن محمد، أبو الحسن نجبة بن يحيى بن نجبة (D) ● 
ابن الإمام (IS) ● 
ابن بشكوال (WJ) ●
ابن فرحون (TMD) ●"
9682	197	محمد بن عبد الله بن محمد بن عبد الله بن أحمد بن موسى الخشني، ابن أبي جعفر، أبو جعفر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Aḥmad b. Mūsà al-Ḫušanī, Ibn Abī Ğaʿfar, Abū Ğaʿfar	ابن أبي جعفر	500	aprox.	540	NA	40	ded.	NA	2010-12-29T01:15:58Z	2013-12-11T10:38:01Z	1	NA	1106	1145	NA
9683	167	محمد بن عبد الله بن محمد بن عبد الله بن محمد بن عبد الله بن أحمد بن محمد بن عبد الله المعافري إشبيلي، ابن العربي، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Aḥmad b. Muḥammad b. ʿAbd Allāh al-Maʿāfirī al-Išbīlī, Ibn al-ʿArabī, Abū Bakr	ابن العربي	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	0	NA
9684	787	محمد بن عبد الله بن محمد بن عبد الله بن محمد بن عبد الملك المقرىء، ابن الغاسل، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd al-Malik al-Muqriʾ, Ibn al-Gāsil, Abū ʿAbd Allāh	ابن الغاسل	0	NA	577	lunes primero de ğumādà II=12 octubre /dp.570	0	NA	NA	2010-12-29T01:15:58Z	2018-10-29T16:30:38Z	1	NA	0	1181	NA
9685	617	محمد بن عبد الله بن محمد بن عبد الله بن مسلمة بن أحمد بن محمد بن حباسة الأزدي، أبو عبد الله أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Maslama b. Aḥmad b. Muḥammad b. Ḥubāsa al-Azdī, Abū ʿAbd Allāh, Abū Bakr	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2015-03-23T16:29:40Z	1	NA	0	0	NA
9686	0	محمد بن عبد الله بن محمد بن عثمان بن سعيد بن هاشم بن إسماعيل بن سفيان (سعيد) الأسدي، أبو جعفر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿUṯmān b. Saʿīd b. Hāšim b. Ismāʿīl b. Sufyān al-Asadī, Abū Ğaʿfar	NA	326	1 ramaḍān=2 julio/320	403	NA	77	ded.	NA	2010-12-29T01:15:58Z	2013-12-13T10:20:55Z	1	NA	938	1012	الخولاني، ابن شنظير، قاسم بن إبراهيم الخزرحي (IB).
9687	730	محمد بن عبد الله بن محمد بن عسيى بن حسين التميمي، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿĪsà b. Ḥusayn al-Tamīmī, Abū ʿAbd Allāh	NA	0	NA	575	dp.	0	عمر وأسن	NA	2010-12-29T01:15:58Z	2015-05-07T15:44:21Z	1	NA	0	1179	NA
9688	0	محمد بن عبد الله بن محمد بن علي بن عبد الله بن محمد بن عبد الله بن فرتون الأنصاري، الهنا (الهباء)، أبو القاسم	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAlī b. ʿAbd Allāh b. Muḥammad b. ʿAbd Allāh b. Furtūn al-Anṣārī, al-Hannā (al-Hannāʾ), Abū l-Qāsim	NA	673	NA	750	NA	77	NA	NA	2010-12-29T01:15:58Z	2013-11-09T16:52:35Z	1	NA	1274	1349	NA
9689	0	محمد بن عبد الله بن محمد بن علي بن عبد الله بن مروان اللبلي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAlī b. ʿAbd Allāh b. Marwān al-Lablī	NA	557	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	1161	0	NA
9690	201	محمد بن عبد الله بن محمد بن علي بن مفرج بن سهل الأنصاري، ابن غطوس، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿAlī b. Mufarriğ b. Sahl al-Anṣārī, Ibn Gaṭṭūs, Abū ʿAbd Allāh	ابن غطوس	0	NA	610	aprox.	0	NA	NA	2010-12-29T01:15:58Z	2014-11-03T16:34:01Z	1	NA	0	1213	NA
9691	0	محمد بن عبد الله بن محمد بن عمر القيسي، ابن زعانة	Muḥammad b. ʿAbd Allāh b. Muḥammad b. ʿUmar al-Qaysī, Ibn Zuʿāna	ابن زعانة	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	0	NA
9692	0	محمد بن عبد الله بن محمد بن عيسى بن فطيس، أبو عامر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Fuṭays, Abū ʿĀmir	NA	0	NA	491	NA	0	NA	NA	2010-12-29T01:15:58Z	2013-07-11T09:43:54Z	1	NA	0	1097	NA
9693	0	أحمد بن سعيد الأوسي ، القراق ، أبو جعفر	Aḥmad b. Saʿīd al-Awsī, al-Qarrāq, Abū Ǧaʿfar	الضراق	0	NA	591	rabīʿ II = marzo	0	NA	NA	2010-12-29T01:15:58Z	2018-10-26T14:23:54Z	1	NA	0	1195	NA
9694	0	محمد بن عبد الله ، أبو عبد الله	Muḥammad b. ʿAbd Allāh, AbūʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2019-06-21T12:58:30Z	1	NA	0	0	▪ محمد بن يحيى- محمد بن مسوار < سعيد بن مطرف بن عبد الرحمان بن قيس < أبو عبد الله الخراساني < محمد بن عبد الله لن عياض الكوفي < ليث بن أبي سليم < عبد الرحمان بن سابط < عبد الله بن عمرو بن العاصي < أخبرنا (IF) <br>
9695	601	محمد بن عبد الله بن محمد بن لب الأمى المري (المرسي)، ابن الصايغ، محب (مجد) الدين، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Lubb al-Amī al-Marī (al-Mursī), Ibn al-Ṣāʾig, Muḥibb (Mağd) al-Dīn, Abū ʿAbd Allāh	ابن الصايغ	0	NA	749	750/754	0	NA	NA	2010-12-29T01:15:58Z	2016-07-27T14:15:30Z	1	"تقي الدين الصائغ بالدار المصرية.<br/>

"	0	0	"تاريخ غرناطة (BS)●
ابن حجر (BS)"
9696	0	محمد بن عبد الله بن محمد بن لب القيسي، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Abū ʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	0	NA
9697	233	محمد بن عبد الله بن محمد بن مسلمة التجيبي المظفر ابن الأفطس، أبو بكر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Maslama al-Tuğībī al-Muẓaffar Ibn al-Afṭas, Abū Bakr	ابن الأفطس	0	NA	460	NA	0	NA	NA	2010-12-29T01:15:58Z	2013-02-26T13:27:03Z	1	NA	0	1067	NA
9698	649	محمد بن عبد الله بن محمد بن مسلمة الوزير، أبو عامر	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Maslama al-Wazīr, Abū ʿĀmir	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2019-02-04T16:32:55Z	1	NA	0	0	NA
9699	0	محمد بن عبد الله بن محمد بن مقاتل، أزدي، أبو القاسم	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Muqātil, Azdī, Abū l-Qāsim	NA	0	NA	739	NA	0	NA	NA	2010-12-29T01:15:58Z	2010-12-29T01:15:58Z	1	NA	0	1338	NA
9700	0	محمد بن عبد الله بن محمد بن وقاص (رقاص) اللمطي	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Waqqāṣ (Raqqāṣ) al-Lamṭī	NA	0	NA	618	/608, aprox.	0	NA	NA	2010-12-29T01:15:58Z	2015-02-26T13:48:38Z	1	NA	0	1221	NA
9701	0	محمد بن عبد الله بن محمد بن يوسف الجهني، أبو عبد الله	Muḥammad b. ʿAbd Allāh b. Muḥammad b. Yūsuf al-Ğuhanī, Abū ʿAbd Allāh	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:15:58Z	2012-06-20T14:33:28Z	1	NA	0	0	الصاحبان (IB)
